台湾频道,#genre#
EBS Plus2,http://000.hfr1107.top/tv/smt.php?id=ebsplus2_korea
SBS Plus,http://000.hfr1107.top/tv/smt.php?id=sbsplus_korea
YTN,http://000.hfr1107.top/tv/smt.php?id=ytn_korea
KBS World 24,http://000.hfr1107.top/tv/smt.php?id=kbsworld24_korea
YTN Science,http://000.hfr1107.top/tv/smt.php?id=ytnscience_korea
YTN Korean,http://000.hfr1107.top/tv/smt.php?id=ytnkorean_korea
YTN DMB,http://000.hfr1107.top/tv/smt.php?id=ytndmb_korea
Apps TV,http://000.hfr1107.top/tv/smt.php?id=appongoogle_korea
All the Kpop,http://000.hfr1107.top/tv/smt.php?id=allthekpop_korea
J the Kpop,http://000.hfr1107.top/tv/smt.php?id=jthekpop_korea
EBS Kids,http://000.hfr1107.top/tv/smt.php?id=ebskids_korea
CGNTV,http://000.hfr1107.top/tv/smt.php?id=cgntv_korea

日本频道,#genre#
NHK-総合-2,http://000.hfr1107.top/tv/smt.php?id=nhkg_japan
NHK-E,http://000.hfr1107.top/tv/smt.php?id=nhke_japan
テレビ朝日 Asahi TV,http://000.hfr1107.top/tv/smt.php?id=asahitv_japan
JET 綜合,http://000.hfr1107.top/tv/smt.php?id=jettv_japan
テレビ東京 Tokyo TV,http://000.hfr1107.top/tv/smt.php?id=tokyotv_japan
TOKYOMX,http://000.hfr1107.top/tv/smt.php?id=tokyomx_japan
NHKBS1,http://000.hfr1107.top/tv/smt.php?id=nhkbs1_japan
NHKBSプレミア Premium,http://000.hfr1107.top/tv/smt.php?id=nhkpremium_japan
BSジャパン 181,http://000.hfr1107.top/tv/smt.php?id=bs181_japan
BSフジ BS Fuji,http://000.hfr1107.top/tv/smt.php?id=bsfuji_japan
CNA Japan,http://000.hfr1107.top/tv/smt.php?id=cna_japan
BS-TBS,http://000.hfr1107.top/tv/smt.php?id=bstbs_japan
NHK Oaska,http://000.hfr1107.top/tv/smt.php?id=nhkosaka_japan
